buying,maint,doors,persons,lug_boot,safety,class
3,2,2,more,1,1,unacc
3,2,2,more,1,2,unacc
3,2,2,more,1,0,acc
3,2,2,more,0,1,unacc
3,2,2,more,0,2,acc
3,2,2,more,0,0,acc
3,2,3,2,2,1,unacc
3,2,3,2,2,2,unacc
3,2,3,2,2,0,unacc
3,2,3,2,1,1,unacc
3,2,3,2,1,2,unacc
3,2,3,2,1,0,unacc
3,2,3,2,0,1,unacc
3,2,3,2,0,2,unacc
3,2,3,2,0,0,unacc
3,2,3,4,2,1,unacc
3,2,3,4,2,2,unacc
3,2,3,4,2,0,acc
3,2,3,4,1,1,unacc
3,2,3,4,1,2,unacc
3,2,3,4,1,0,acc
3,2,3,4,0,1,unacc
3,2,3,4,0,2,acc
3,2,3,4,0,0,acc
3,2,3,more,2,1,unacc
3,2,3,more,2,2,unacc
3,2,3,more,2,0,acc
3,2,3,more,1,1,unacc
3,2,3,more,1,2,acc
3,2,3,more,1,0,acc
3,2,3,more,0,1,unacc
3,2,3,more,0,2,acc
3,2,3,more,0,0,acc
3,2,4,2,2,1,unacc
3,2,4,2,2,2,unacc
3,2,4,2,2,0,unacc
3,2,4,2,1,1,unacc
3,2,4,2,1,2,unacc
3,2,4,2,1,0,unacc
3,2,4,2,0,1,unacc
3,2,4,2,0,2,unacc
3,2,4,2,0,0,unacc
3,2,4,4,2,1,unacc
3,2,4,4,2,2,unacc
3,2,4,4,2,0,acc
3,2,4,4,1,1,unacc
3,2,4,4,1,2,acc
3,2,4,4,1,0,acc
3,2,4,4,0,1,unacc
3,2,4,4,0,2,acc
3,2,4,4,0,0,acc
3,2,4,more,2,1,unacc
3,2,4,more,2,2,unacc
3,2,4,more,2,0,acc
3,2,4,more,1,1,unacc
3,2,4,more,1,2,acc
3,2,4,more,1,0,acc
3,2,4,more,0,1,unacc
3,2,4,more,0,2,acc
3,2,4,more,0,0,acc
3,2,5more,2,2,1,unacc
3,2,5more,2,2,2,unacc
3,2,5more,2,2,0,unacc
3,2,5more,2,1,1,unacc
3,2,5more,2,1,2,unacc
3,2,5more,2,1,0,unacc
3,2,5more,2,0,1,unacc
3,2,5more,2,0,2,unacc
3,2,5more,2,0,0,unacc
3,2,5more,4,2,1,unacc
3,2,5more,4,2,2,unacc
3,2,5more,4,2,0,acc
3,2,5more,4,1,1,unacc
3,2,5more,4,1,2,acc
3,2,5more,4,1,0,acc
3,2,5more,4,0,1,unacc
3,2,5more,4,0,2,acc
3,2,5more,4,0,0,acc
3,2,5more,more,2,1,unacc
3,2,5more,more,2,2,unacc
3,2,5more,more,2,0,acc
3,2,5more,more,1,1,unacc
3,2,5more,more,1,2,acc
3,2,5more,more,1,0,acc
3,2,5more,more,0,1,unacc
3,2,5more,more,0,2,acc
3,2,5more,more,0,0,acc
3,1,2,2,2,1,unacc
3,1,2,2,2,2,unacc
3,1,2,2,2,0,unacc
3,1,2,2,1,1,unacc
3,1,2,2,1,2,unacc
3,1,2,2,1,0,unacc
3,1,2,2,0,1,unacc
3,1,2,2,0,2,unacc
3,1,2,2,0,0,unacc
3,1,2,4,2,1,unacc
3,1,2,4,2,2,unacc
3,1,2,4,2,0,acc
3,1,2,4,1,1,unacc
3,1,2,4,1,2,unacc
3,1,2,4,1,0,acc
3,1,2,4,0,1,unacc
3,1,2,4,0,2,acc
3,1,2,4,0,0,acc
3,1,2,more,2,1,unacc
3,1,2,more,2,2,unacc
3,1,2,more,2,0,unacc
3,1,2,more,1,1,unacc
3,1,2,more,1,2,unacc
3,1,2,more,1,0,acc
3,1,2,more,0,1,unacc
3,1,2,more,0,2,acc
3,1,2,more,0,0,acc
3,1,3,2,2,1,unacc
3,1,3,2,2,2,unacc
3,1,3,2,2,0,unacc
3,1,3,2,1,1,unacc
3,1,3,2,1,2,unacc
3,1,3,2,1,0,unacc
3,1,3,2,0,1,unacc
3,1,3,2,0,2,unacc
3,1,3,2,0,0,unacc
3,1,3,4,2,1,unacc
3,1,3,4,2,2,unacc
3,1,3,4,2,0,acc
3,1,3,4,1,1,unacc
3,1,3,4,1,2,unacc
3,1,3,4,1,0,acc
3,1,3,4,0,1,unacc
3,1,3,4,0,2,acc
3,1,3,4,0,0,acc
3,1,3,more,2,1,unacc
3,1,3,more,2,2,unacc
3,1,3,more,2,0,acc
3,1,3,more,1,1,unacc
3,1,3,more,1,2,acc
3,1,3,more,1,0,acc
3,1,3,more,0,1,unacc
3,1,3,more,0,2,acc
3,1,3,more,0,0,acc
3,1,4,2,2,1,unacc
3,1,4,2,2,2,unacc
3,1,4,2,2,0,unacc
3,1,4,2,1,1,unacc
3,1,4,2,1,2,unacc
3,1,4,2,1,0,unacc
3,1,4,2,0,1,unacc
3,1,4,2,0,2,unacc
3,1,4,2,0,0,unacc
3,1,4,4,2,1,unacc
3,1,4,4,2,2,unacc
3,1,4,4,2,0,acc
3,1,4,4,1,1,unacc
3,1,4,4,1,2,acc
3,1,4,4,1,0,acc
3,1,4,4,0,1,unacc
3,1,4,4,0,2,acc
3,1,4,4,0,0,acc
3,1,4,more,2,1,unacc
3,1,4,more,2,2,unacc
3,1,4,more,2,0,acc
3,1,4,more,1,1,unacc
3,1,4,more,1,2,acc
3,1,4,more,1,0,acc
3,1,4,more,0,1,unacc
3,1,4,more,0,2,acc
3,1,4,more,0,0,acc
3,1,5more,2,2,1,unacc
3,1,5more,2,2,2,unacc
3,1,5more,2,2,0,unacc
3,1,5more,2,1,1,unacc
3,1,5more,2,1,2,unacc
3,1,5more,2,1,0,unacc
3,1,5more,2,0,1,unacc
3,1,5more,2,0,2,unacc
3,1,5more,2,0,0,unacc
3,1,5more,4,2,1,unacc
3,1,5more,4,2,2,unacc
3,1,5more,4,2,0,acc
3,1,5more,4,1,1,unacc
3,1,5more,4,1,2,acc
3,1,5more,4,1,0,acc
3,1,5more,4,0,1,unacc
3,1,5more,4,0,2,acc
3,1,5more,4,0,0,acc
3,1,5more,more,2,1,unacc
3,1,5more,more,2,2,unacc
3,1,5more,more,2,0,acc
3,1,5more,more,1,1,unacc
3,1,5more,more,1,2,acc
3,1,5more,more,1,0,acc
3,1,5more,more,0,1,unacc
3,1,5more,more,0,2,acc
3,1,5more,more,0,0,acc
0,3,2,2,2,1,unacc
0,3,2,2,2,2,unacc
0,3,2,2,2,0,unacc
0,3,2,2,1,1,unacc
0,3,2,2,1,2,unacc
0,3,2,2,1,0,unacc
0,3,2,2,0,1,unacc
0,3,2,2,0,2,unacc
0,3,2,2,0,0,unacc
0,3,2,4,2,1,unacc
0,3,2,4,2,2,unacc
0,3,2,4,2,0,unacc
0,3,2,4,1,1,unacc
0,3,2,4,1,2,unacc
0,3,2,4,1,0,unacc
0,3,2,4,0,1,unacc
0,3,2,4,0,2,unacc
0,3,2,4,0,0,unacc
0,3,2,more,2,1,unacc
0,3,2,more,2,2,unacc
0,3,2,more,2,0,unacc
0,3,2,more,1,1,unacc
0,3,2,more,1,2,unacc
0,3,2,more,1,0,unacc
0,3,2,more,0,1,unacc
0,3,2,more,0,2,unacc
0,3,2,more,0,0,unacc
0,3,3,2,2,1,unacc
0,3,3,2,2,2,unacc
0,3,3,2,2,0,unacc
0,3,3,2,1,1,unacc
0,3,3,2,1,2,unacc
0,3,3,2,1,0,unacc
0,3,3,2,0,1,unacc
0,3,3,2,0,2,unacc
0,3,3,2,0,0,unacc
0,3,3,4,2,1,unacc
0,3,3,4,2,2,unacc
0,3,3,4,2,0,unacc
0,3,3,4,1,1,unacc
0,3,3,4,1,2,unacc
0,3,3,4,1,0,unacc
0,3,3,4,0,1,unacc
0,3,3,4,0,2,unacc
0,3,3,4,0,0,unacc
0,3,3,more,2,1,unacc
0,3,3,more,2,2,unacc
0,3,3,more,2,0,unacc
0,3,3,more,1,1,unacc
0,3,3,more,1,2,unacc
0,3,3,more,1,0,unacc
0,3,3,more,0,1,unacc
0,3,3,more,0,2,unacc
0,3,3,more,0,0,unacc
0,3,4,2,2,1,unacc
0,3,4,2,2,2,unacc
0,3,4,2,2,0,unacc
0,3,4,2,1,1,unacc
0,3,4,2,1,2,unacc
0,3,4,2,1,0,unacc
0,3,4,2,0,1,unacc
0,3,4,2,0,2,unacc
0,3,4,2,0,0,unacc
0,3,4,4,2,1,unacc
0,3,4,4,2,2,unacc
0,3,4,4,2,0,unacc
0,3,4,4,1,1,unacc
0,3,4,4,1,2,unacc
0,3,4,4,1,0,unacc
0,3,4,4,0,1,unacc
0,3,4,4,0,2,unacc
0,3,4,4,0,0,unacc
0,3,4,more,2,1,unacc
0,3,4,more,2,2,unacc
0,3,4,more,2,0,unacc
0,3,4,more,1,1,unacc
0,3,4,more,1,2,unacc
0,3,4,more,1,0,unacc
0,3,4,more,0,1,unacc
0,3,4,more,0,2,unacc
0,3,4,more,0,0,unacc
0,3,5more,2,2,1,unacc
0,3,5more,2,2,2,unacc
0,3,5more,2,2,0,unacc
0,3,5more,2,1,1,unacc
0,3,5more,2,1,2,unacc
0,3,5more,2,1,0,unacc
0,3,5more,2,0,1,unacc
0,3,5more,2,0,2,unacc
0,3,5more,2,0,0,unacc
0,3,5more,4,2,1,unacc
0,3,5more,4,2,2,unacc
0,3,5more,4,2,0,unacc
0,3,5more,4,1,1,unacc
0,3,5more,4,1,2,unacc
0,3,5more,4,1,0,unacc
0,3,5more,4,0,1,unacc
0,3,5more,4,0,2,unacc
0,3,5more,4,0,0,unacc
0,3,5more,more,2,1,unacc
0,3,5more,more,2,2,unacc
0,3,5more,more,2,0,unacc
0,3,5more,more,1,1,unacc
0,3,5more,more,1,2,unacc
0,3,5more,more,1,0,unacc
0,3,5more,more,0,1,unacc
0,3,5more,more,0,2,unacc
0,3,5more,more,0,0,unacc
0,0,2,2,2,1,unacc
0,0,2,2,2,2,unacc
0,0,2,2,2,0,unacc
0,0,2,2,1,1,unacc
0,0,2,2,1,2,unacc
0,0,2,2,1,0,unacc
0,0,2,2,0,1,unacc
0,0,2,2,0,2,unacc
0,0,2,2,0,0,unacc
0,0,2,4,2,1,unacc
0,0,2,4,2,2,unacc
0,0,2,4,2,0,acc
0,0,2,4,1,1,unacc
0,0,2,4,1,2,unacc
0,0,2,4,1,0,acc
0,0,2,4,0,1,unacc
0,0,2,4,0,2,acc
0,0,2,4,0,0,acc
0,0,2,more,2,1,unacc
0,0,2,more,2,2,unacc
0,0,2,more,2,0,unacc
0,0,2,more,1,1,unacc
0,0,2,more,1,2,unacc
0,0,2,more,1,0,acc
0,0,2,more,0,1,unacc
0,0,2,more,0,2,acc
0,0,2,more,0,0,acc
0,0,3,2,2,1,unacc
0,0,3,2,2,2,unacc
0,0,3,2,2,0,unacc
0,0,3,2,1,1,unacc
0,0,3,2,1,2,unacc
0,0,3,2,1,0,unacc
0,0,3,2,0,1,unacc
0,0,3,2,0,2,unacc
0,0,3,2,0,0,unacc
0,0,3,4,2,1,unacc
0,0,3,4,2,2,unacc
0,0,3,4,2,0,acc
0,0,3,4,1,1,unacc
0,0,3,4,1,2,unacc
0,0,3,4,1,0,acc
0,0,3,4,0,1,unacc
0,0,3,4,0,2,acc
0,0,3,4,0,0,acc
0,0,3,more,2,1,unacc
0,0,3,more,2,2,unacc
0,0,3,more,2,0,acc
0,0,3,more,1,1,unacc
0,0,3,more,1,2,acc
0,0,3,more,1,0,acc
0,0,3,more,0,1,unacc
0,0,3,more,0,2,acc
0,0,3,more,0,0,acc
0,0,4,2,2,1,unacc
0,0,4,2,2,2,unacc
0,0,4,2,2,0,unacc
0,0,4,2,1,1,unacc
0,0,4,2,1,2,unacc
0,0,4,2,1,0,unacc
0,0,4,2,0,1,unacc
0,0,4,2,0,2,unacc
0,0,4,2,0,0,unacc
0,0,4,4,2,1,unacc
0,0,4,4,2,2,unacc
0,0,4,4,2,0,acc
0,0,4,4,1,1,unacc
0,0,4,4,1,2,acc
0,0,4,4,1,0,acc
0,0,4,4,0,1,unacc
0,0,4,4,0,2,acc
0,0,4,4,0,0,acc
0,0,4,more,2,1,unacc
0,0,4,more,2,2,unacc
0,0,4,more,2,0,acc
0,0,4,more,1,1,unacc
0,0,4,more,1,2,acc
0,0,4,more,1,0,acc
0,0,4,more,0,1,unacc
0,0,4,more,0,2,acc
0,0,4,more,0,0,acc
0,0,5more,2,2,1,unacc
0,0,5more,2,2,2,unacc
0,0,5more,2,2,0,unacc
0,0,5more,2,1,1,unacc
0,0,5more,2,1,2,unacc
0,0,5more,2,1,0,unacc
0,0,5more,2,0,1,unacc
0,0,5more,2,0,2,unacc
0,0,5more,2,0,0,unacc
0,0,5more,4,2,1,unacc
0,0,5more,4,2,2,unacc
0,0,5more,4,2,0,acc
0,0,5more,4,1,1,unacc
0,0,5more,4,1,2,acc
0,0,5more,4,1,0,acc
0,0,5more,4,0,1,unacc
0,0,5more,4,0,2,acc
0,0,5more,4,0,0,acc
0,0,5more,more,2,1,unacc
0,0,5more,more,2,2,unacc
0,0,5more,more,2,0,acc
0,0,5more,more,1,1,unacc
0,0,5more,more,1,2,acc
0,0,5more,more,1,0,acc
0,0,5more,more,0,1,unacc
0,0,5more,more,0,2,acc
0,0,5more,more,0,0,acc
0,2,2,2,2,1,unacc
0,2,2,2,2,2,unacc
0,2,2,2,2,0,unacc
0,2,2,2,1,1,unacc
0,2,2,2,1,2,unacc
0,2,2,2,1,0,unacc
0,2,2,2,0,1,unacc
0,2,2,2,0,2,unacc
0,2,2,2,0,0,unacc
0,2,2,4,2,1,unacc
0,2,2,4,2,2,unacc
0,2,2,4,2,0,acc
0,2,2,4,1,1,unacc
0,2,2,4,1,2,unacc
0,2,2,4,1,0,acc
0,2,2,4,0,1,unacc
0,2,2,4,0,2,acc
0,2,2,4,0,0,acc
0,2,2,more,2,1,unacc
0,2,2,more,2,2,unacc
0,2,2,more,2,0,unacc
0,2,2,more,1,1,unacc
0,2,2,more,1,2,unacc
0,2,2,more,1,0,acc
0,2,2,more,0,1,unacc
0,2,2,more,0,2,acc
0,2,2,more,0,0,acc
0,2,3,2,2,1,unacc
0,2,3,2,2,2,unacc
0,2,3,2,2,0,unacc
0,2,3,2,1,1,unacc
0,2,3,2,1,2,unacc
0,2,3,2,1,0,unacc
0,2,3,2,0,1,unacc
0,2,3,2,0,2,unacc
0,2,3,2,0,0,unacc
0,2,3,4,2,1,unacc
0,2,3,4,2,2,unacc
0,2,3,4,2,0,acc
0,2,3,4,1,1,unacc
0,2,3,4,1,2,unacc
0,2,3,4,1,0,acc
0,2,3,4,0,1,unacc
0,2,3,4,0,2,acc
0,2,3,4,0,0,acc
0,2,3,more,2,1,unacc
0,2,3,more,2,2,unacc
0,2,3,more,2,0,acc
0,2,3,more,1,1,unacc
0,2,3,more,1,2,acc
0,2,3,more,1,0,acc
0,2,3,more,0,1,unacc
0,2,3,more,0,2,acc
0,2,3,more,0,0,acc
0,2,4,2,2,1,unacc
0,2,4,2,2,2,unacc
0,2,4,2,2,0,unacc
0,2,4,2,1,1,unacc
0,2,4,2,1,2,unacc
0,2,4,2,1,0,unacc
0,2,4,2,0,1,unacc
0,2,4,2,0,2,unacc
0,2,4,2,0,0,unacc
0,2,4,4,2,1,unacc
0,2,4,4,2,2,unacc
0,2,4,4,2,0,acc
0,2,4,4,1,1,unacc
0,2,4,4,1,2,acc
0,2,4,4,1,0,acc
0,2,4,4,0,1,unacc
0,2,4,4,0,2,acc
0,2,4,4,0,0,acc
0,2,4,more,2,1,unacc
0,2,4,more,2,2,unacc
0,2,4,more,2,0,acc
0,2,4,more,1,1,unacc
0,2,4,more,1,2,acc
0,2,4,more,1,0,acc
0,2,4,more,0,1,unacc
0,2,4,more,0,2,acc
0,2,4,more,0,0,acc
0,2,5more,2,2,1,unacc
0,2,5more,2,2,2,unacc
0,2,5more,2,2,0,unacc
0,2,5more,2,1,1,unacc
0,2,5more,2,1,2,unacc
0,2,5more,2,1,0,unacc
0,2,5more,2,0,1,unacc
0,2,5more,2,0,2,unacc
0,2,5more,2,0,0,unacc
0,2,5more,4,2,1,unacc
0,2,5more,4,2,2,unacc
0,2,5more,4,2,0,acc
0,2,5more,4,1,1,unacc
0,2,5more,4,1,2,acc
0,2,5more,4,1,0,acc
0,2,5more,4,0,1,unacc
0,2,5more,4,0,2,acc
0,2,5more,4,0,0,acc
0,2,5more,more,2,1,unacc
0,2,5more,more,2,2,unacc
0,2,5more,more,2,0,acc
0,2,5more,more,1,1,unacc
0,2,5more,more,1,2,acc
0,2,5more,more,1,0,acc
0,2,5more,more,0,1,unacc
0,2,5more,more,0,2,acc
0,2,5more,more,0,0,acc
0,1,2,2,2,1,unacc
0,1,2,2,2,2,unacc
0,1,2,2,2,0,unacc
0,1,2,2,1,1,unacc
0,1,2,2,1,2,unacc
0,1,2,2,1,0,unacc
0,1,2,2,0,1,unacc
0,1,2,2,0,2,unacc
0,1,2,2,0,0,unacc
0,1,2,4,2,1,unacc
0,1,2,4,2,2,unacc
0,1,2,4,2,0,acc
0,1,2,4,1,1,unacc
0,1,2,4,1,2,unacc
0,1,2,4,1,0,acc
0,1,2,4,0,1,unacc
0,1,2,4,0,2,acc
0,1,2,4,0,0,acc
0,1,2,more,2,1,unacc
0,1,2,more,2,2,unacc
0,1,2,more,2,0,unacc
0,1,2,more,1,1,unacc
0,1,2,more,1,2,unacc
0,1,2,more,1,0,acc
0,1,2,more,0,1,unacc
0,1,2,more,0,2,acc
0,1,2,more,0,0,acc
0,1,3,2,2,1,unacc
0,1,3,2,2,2,unacc
0,1,3,2,2,0,unacc
0,1,3,2,1,1,unacc
0,1,3,2,1,2,unacc
0,1,3,2,1,0,unacc
0,1,3,2,0,1,unacc
0,1,3,2,0,2,unacc
0,1,3,2,0,0,unacc
0,1,3,4,2,1,unacc
0,1,3,4,2,2,unacc
0,1,3,4,2,0,acc
0,1,3,4,1,1,unacc
0,1,3,4,1,2,unacc
0,1,3,4,1,0,acc
0,1,3,4,0,1,unacc
0,1,3,4,0,2,acc
0,1,3,4,0,0,acc
0,1,3,more,2,1,unacc
0,1,3,more,2,2,unacc
0,1,3,more,2,0,acc
0,1,3,more,1,1,unacc
0,1,3,more,1,2,acc
0,1,3,more,1,0,acc
0,1,3,more,0,1,unacc
0,1,3,more,0,2,acc
0,1,3,more,0,0,acc
0,1,4,2,2,1,unacc
0,1,4,2,2,2,unacc
0,1,4,2,2,0,unacc
0,1,4,2,1,1,unacc
0,1,4,2,1,2,unacc
0,1,4,2,1,0,unacc
0,1,4,2,0,1,unacc
0,1,4,2,0,2,unacc
0,1,4,2,0,0,unacc
0,1,4,4,2,1,unacc
0,1,4,4,2,2,unacc
0,1,4,4,2,0,acc
0,1,4,4,1,1,unacc
0,1,4,4,1,2,acc
0,1,4,4,1,0,acc
0,1,4,4,0,1,unacc
0,1,4,4,0,2,acc
0,1,4,4,0,0,acc
0,1,4,more,2,1,unacc
0,1,4,more,2,2,unacc
0,1,4,more,2,0,acc
0,1,4,more,1,1,unacc
0,1,4,more,1,2,acc
0,1,4,more,1,0,acc
0,1,4,more,0,1,unacc
0,1,4,more,0,2,acc
0,1,4,more,0,0,acc
0,1,5more,2,2,1,unacc
0,1,5more,2,2,2,unacc
0,1,5more,2,2,0,unacc
0,1,5more,2,1,1,unacc
0,1,5more,2,1,2,unacc
0,1,5more,2,1,0,unacc
0,1,5more,2,0,1,unacc
0,1,5more,2,0,2,unacc
0,1,5more,2,0,0,unacc
0,1,5more,4,2,1,unacc
0,1,5more,4,2,2,unacc
0,1,5more,4,2,0,acc
0,1,5more,4,1,1,unacc
0,1,5more,4,1,2,acc
0,1,5more,4,1,0,acc
0,1,5more,4,0,1,unacc
0,1,5more,4,0,2,acc
0,1,5more,4,0,0,acc
0,1,5more,more,2,1,unacc
0,1,5more,more,2,2,unacc
0,1,5more,more,2,0,acc
0,1,5more,more,1,1,unacc
0,1,5more,more,1,2,acc
0,1,5more,more,1,0,acc
0,1,5more,more,0,1,unacc
0,1,5more,more,0,2,acc
0,1,5more,more,0,0,acc
2,3,2,2,2,1,unacc
2,3,2,2,2,2,unacc
2,3,2,2,2,0,unacc
2,3,2,2,1,1,unacc
2,3,2,2,1,2,unacc
